,sentence,entity,score
1,　　下游产业范围则比较广泛，飞机维修、飞行员培训、飞机租赁、旅游观光、公务飞行等都可以包含在内，相关公司有中信海直(000099.SZ)、海特高新(002023.SZ)、航新科技(300424.SZ)、渤海金控(000415.SZ),"['中信海直', '海特高新', '航新科技', '渤海金控']","[0, 0, 0, 0]"
8,　　外延式并购：*ST松江、百利电气、中环股份、浩物股份、天保基建　　——*ST松江：房地产大平台，借力卓朗科技布局云计算和智慧城市领域,"['ST松江', '百利电气', '中环股份', '浩物股份', '天保基建']","[1, 0, 0, 0, 0]"
6,　　东吴证券此前表示，2017年以来阿里、腾讯在零售领域布局连连，其中阿里先后参股联华超市、新华都、高鑫零售等线下超市龙头，腾讯则参股永辉超市、家乐福中国、步步高、海澜之家等，持续扩充其在线下零售方面的资源版图,"['东吴证券', '新华都', '永辉超市', '步步高', '海澜之家']","[0, 0, 0, 0, 0]"
0,　　仅去年二季度，据记者不完全统计，华宝信托新进了五洋科技、皖维高新、苏州高新、联环药业和的前十大流通股东，不过，其中有三家是因解禁而进入，期间还进行了减持，华宝信托在去年二季度减持了皖维高新约700万股股票，持股比例下降0.43%，减持了苏州高新105万股股票，持股比例下降了0.09%，减持了联环药业288.4万股股票，持股比例下降了1.71%,"['五洋科技', '皖维高新', '苏州高新', '联环药业']","[0, -1, -1, -1]"
0,其中，永泰能源三季度累积涨幅已达123.63%，北斗星通累积涨幅达81.98%,"['永泰能源', '北斗星通']","[1, 1]"
1,去年四季度，华宝信托新进3家上市公司的前流通股东，包括陕国投A、节能风电和太龙药业,"['陕国投', '节能风电', '太龙药业']","[0, 0, 0]"
0,　　石油、天然气行业国企龙头股：、、上海石化、华锦股份、等,"['上海石化', '华锦股份']","[1, 1]"
0,其中，石墨烯概念全面爆发，、东旭光电涨停，中超控股、涨幅超过8%,"['东旭光电', '中超控股']","[1, 1]"
4,今年6月29日，公司控股股东西旅集团与华侨城集团签署了《关于西安饮食股份有限公司股份转让协议》，西旅集团拟将其所持有的公司国有法人股份7485.8万股（占公司股份总数的15.00%）转让给华侨城集团，同时，西旅集团同意将持有公司国有法人股份3014.16万股（占公司股份总数的6.04%）的表决权、提案权及参加股东大会的权利授权给受让方行使,"['华侨城', '西安饮食', '西安饮食股份有限公司']","[0, 0, 0]"
3,记者了解到，近两年国内钛白粉新增产能有龙蟒佰利20万吨/年氯化法项目，以及中核钛白集团位于甘肃白银的硫酸法钛白粉生产线一期的年产10万吨项目,"['龙蟒佰利', '中核钛白']","[0, 0]"
8,　　除了*ST准油之外，持股比例超过20%的，还有3家，分别是康盛股份、美尔雅、三垒股份，持股比例分别为23.76%、20.39%、29%,"['ST准油', '康盛股份', '美尔雅', '三垒股份']","[0, 0, 0, 0]"
5,　　大数据，资金净流入较多的股：同有科技、美亚柏科、浪潮信息、用友网络、中科曙光、汉得信息、久远银海、绿盟科技、天源迪科、东方网力、东方财富、思特奇、启明星辰、银信科技　　电子信息，资金净流入较多的股：华微电子、北方华创、中航电测、风华高科、四川九洲、中环股份、紫光国芯、大恒科技、贤丰控股、士兰微、中国海防,"['同有科技', '美亚柏科', '浪潮信息', '用友网络', '中科曙光', '汉得信息', '久远银海', '绿盟科技', '天源迪科', '东方网力', '启明星辰', '银信科技', '华微电子', '北方华创', '中航电测', '风华高科', '四川九洲', '中环股份', '紫光国芯', '大恒科技', '贤丰控股', '士兰微']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2,　　全年共有4家券商上市，分别为(601881.SH)、中原证券(601375.SH)、浙商证券(601878.SH)、(601108.SH),"['中原证券', '浙商证券']","[0, 0]"
1,　　上市券商分红　　最高每10股派现4元　　昨日晚间，海通证券、招商证券和国元证券的2017年年度现金分红预案新鲜出炉，截至发稿时，已经有8家上市券商公布了2017年年度现金分红预案,"['海通证券', '招商证券', '国元证券']","[0, 0, 0]"
25,2015年4月、11月，金洲慈航、康盛股份分别以59.5亿元、6.75亿元，收购丰汇租赁、富嘉租赁80%、75%股权,"['金洲慈航', '康盛股份']","[0, 0]"
1,可能存在个股对整个行业的影响，比如船舶的江苏国信、通信设备的、专业零售的苏宁云商、旅游的等,"['江苏国信', '苏宁云商']","[0, 0]"
0,'  　　今日早间，和双双涨停，其中，神雾环保开盘跌7%，随后一路拉升直至涨停，盘面振幅超17%，神雾节能则高开近6%后直接拉升涨停,"['神雾环保', '神雾节能']","[1, 1]"
3,　　我们知道2017年是属于大白马的天下，贵州茅台、伊利股份、海康威视等股票连创新高，而创业板个股则“跌跌不休”，仿佛进入了无底深渊,"['贵州茅台', '伊利股份', '海康威视']","[1, 1, 1]"
7,其中，恒力股份、荣盛发展今年以来涨幅超10%,"['恒力股份', '荣盛发展']","[1, 1]"
2,　　近日，格力电器和美的集团同时披露了三季报，两家龙头企业的营收和净利均呈现了大幅增长,"['格力电器', '美的集团']","[1, 1]"
0,　　3月23日，停牌许久的神雾环保、神雾节能同时公告称，控股股东神雾集团拟增资扩股，引入由湖北长江金沙江产业投资基金合伙企业(下称金沙江投资)牵头的多家战略投资者，预计引入资金规模在50-70亿元；此次引资可能导致两家公司实际控制人出现变更,"['神雾环保', '神雾节能']","[0, 0]"
1,　　陕鼓动力(601369)和潍柴动力(000338)无疑将是下周限售流通股解禁的重头戏,"['陕鼓动力', '潍柴动力']","[1, 1]"
3,　　其中，格力电器前三季度实现营业收入1108.75亿元，归母净利润154.61亿元；美的集团前三季度实现营业收入1869.49亿元，归母净利润149.98亿元,"['格力电器', '美的集团']","[1, 1]"
2,　　　　2000年从原联想集团拆分成立的神州数码控股，于2016年将IT分销业务剥离，借壳深信泰丰实现A股上市,"['神州数码', '深信泰丰']","[0, 0]"
0,　　海洋经济股活跃，涨停，中海油服、振华重工、宁波海运、、、、等涨幅居前,"['中海油服', '振华重工', '宁波海运']","[1, 1, 1]"
0,个股方面，持续推荐中信证券、广发证券以及华泰证券,"['中信证券', '广发证券', '华泰证券']","[1, 1, 1]"
3,　　除上述5只次新股外，其余5只个股上周市场表现也较为突出，均跑赢同期大盘(沪指期间上涨1.92%)，博世科以18.81%居第一，其余4只个股分别为：钱江摩托(11.81%)广宇发展(10.02%)、韶钢松山(9.64%)、建新矿业(4.00%)，后市表现值得关注,"['博世科', '钱江摩托', '广宇发展', '韶钢松山']","[1, 1, 1, 1]"
21,　　与茅台、五粮液高端产品相比，水井坊也仍有较大差距，其中高端产品增速低于行业平均增速,"['五粮液', '水井坊']","[0, -1]"
0,短期来看，当前的贸易摩擦对我国航空航天船舶产业整体影响有限，仅对航发科技(美洲收入占比40%)、中国船舶(美洲收入占比15%)等企业影响较为明显,"['航发科技', '中国船舶']","[-1, -1]"
1,一方面，医药、雄安以及软件信息板块中涨停板身影依旧是频频闪现，其中更是走出了盘龙药业、上海钢联等创新高的强势股；而另一方面，茅台、伊利等白马集体杀跌也诱发了市场局部恐慌情绪，近期连续涨幅抢眼的高位股午后均遭到获利资金凶狠砸盘，如次新人气龙头七一二尾盘被砸开涨停狂泻17个点，国投中鲁、掌阅科技等强势股也被纷纷被摁在跌停板上,"['盘龙药业', '上海钢联', '国投中鲁']","[1, 1, -1]"
1,从收盘封单数量占流通股比例来看，靠前的股票是畅联股份、长江投资、、华贸物流、上海物贸等,"['长江投资', '华贸物流', '上海物贸']","[0, 0, 0]"
3,连跌个股期间累计跌幅最大前三名分别是文化长城(22.24%)、大富科技(18.29%)、智慧农业(13.78%).资料图　　股东增持+业绩暴增股揭秘　　最新数据显示，近十个交易日有13家上市公司被增持，增持股数合计0.95亿股，增持市值达10.55亿元(增持股份变动以公告中变动截止日为准).其中被增持的股数最多，达3135.12万股，占流通A股比例为3.14%；而增持股数占流通A股比例较高的公司为，增持比例高达6.76%,"['文化长城', '大富科技', '智慧农业']","[-1, -1, -1]"
7,从业绩的增速弹性来看，优先推荐三季报以来调整较多的跨境通、南极电商；其次是同店增长良好、业绩增速较为确定中高端女装企业歌力思、安正时尚；三是推荐由于库存减值明年有望大幅减少带来业绩提升的太平鸟；并购+同店增速良好+外延预期增长的罗莱生活,"['跨境通', '南极电商', '歌力思', '安正时尚', '太平鸟', '罗莱生活']","[1, 1, 1, 1, 1, 1]"
6,值得注意的是，上述券商重仓股去年走势差异较大，大亚圣象去年涨幅达20.48%，方大炭素去年全年大涨212%，横店东磁去年全年的涨幅也达到了54%，而瀚叶股份和顺络电子去年全年则分别下跌了21%和4%,"['大亚圣象', '方大炭素', '横店东磁', '瀚叶股份', '顺络电子']","[1, 1, 1, -1, -1]"
1,　　钢构股午后拉升，截至发稿，东南网架涨停，精工钢构涨近7%，杭萧钢构、宁波建工等均有不错涨幅,"['东南网架', '精工钢构', '杭萧钢构', '宁波建工']","[1, 1, 1, 1]"
1,具体来看，自2015年6月15日以来，万科上涨80%，带动了地产股底部整体抬高；有色金属板块也有良好表现，、等个股涨幅均超过30%；化工板块同样表现不俗，、金路集团等个股涨幅居前,"['万科', '金路集团']","[1, 1]"
0,　　当代明诚预计一季度实现净利润5000万元-8000万元，同比增长19234%-30835%；浙江医药预计一季度实现净利润4.6亿元-5.5亿元，同比增长1815.81%-2190.65%；华东重机预计一季度实现净利润1.43亿元-1.57亿元，同比增长2499.59%-2750%,"['当代明诚', '浙江医药', '华东重机']","[1, 1, 1]"
1,　　午后西藏股大涨，西藏矿业，西藏城投，西藏天路涨停，涨9%,"['西藏矿业', '西藏城投', '西藏天路']","[1, 1, 1]"
17,　　上述14只股票中，今年以来上涨的仅有3只，分别是中国石化(涨幅为8.32%)，东阳光科(涨幅为48.44%)、益丰药房(涨幅为37.97%)，上市券商中，、、长城证券、中信证券、和中金公司在去年四季度末持有了上述3只个股,"['中国石化', '东阳光科', '益丰药房', '中信证券']","[1, 1, 1, 1]"
0,个股方面，比亚迪跌停开盘，贵州茅台、格力电器、华域汽车、中国太保等白马蓝筹股盘中跌幅一度超过5%，创业黑马、七一二、朗新科技等个股尾盘开板大跳水,"['比亚迪', '贵州茅台', '格力电器', '华域汽车', '中国太保']","[-1, -1, -1, -1, -1]"
2,一季度社保基金新进增持个股中，有6只个股为医药生物行业成份股，这6只个股分别为：哈药股份、江中药业、迈克生物、鹭燕医药、联环药业、博雅生物,"['哈药股份', '江中药业', '迈克生物', '鹭燕医药', '联环药业', '博雅生物']","[1, 1, 1, 1, 1, 1]"
0,　　黄金板块跌幅居前，金贵银业跌3.93%、跌3.04%、冠福股份跌2.80%、跌2.80%、跌2.68%、跌2.60%、跌2.48%、跌2.42%、跌2.36%、跌2.26%、跌2.25%,"['金贵银业', '冠福股份']","[-1, -1]"
7,　　再以怡球资源为例，厦门国贸资产管理有限公司旗下资管计划曾于今年二季度买入怡球资源1620.54万股，在其半年报中为第三大股东；不过，最新三季报显示，其已退出股东榜,"['怡球资源', '厦门国贸']","[-1, 1]"
11,　　公告显示，目前神雾集团持有的神雾环保约3.17亿股已被司法冻结，占神雾集团持股总数的73.46%；神雾集团持有的神雾节能全部约3.49亿股也已被司法冻结,"['神雾环保', '神雾节能']","[-1, -1]"
2,2013年6月13日至去年汇金公司增持收官，工农中建四大行以及光大银行、新华保险的股价涨幅分别为-5.08%、-0.049%、-0.75%、-3.95%、-5.70%和5.39%,"['光大银行', '新华保险']","[-1, 1]"
12,　　与此同时，中泛投资也再接再厉，继续通过其在广发证券成都新光路营业部的账户向宏源证券上海浦北路营业部的买家沽售了378.41万股,"['广发证券', '宏源证券']","[0, 0]"
1,　　从中期业绩表现来看，276家公司中，192家公司2013年中期归属母公司利润同比实现增长，占比69.57%，其中有11家公司中期净利润同比增长超200%，它们分别为：(3636.30%)、(3212.72%)、国投电力(1016.55%)、新安股份(945.50%)、(926.80%)、川投能源(742.41%)、(735.23%)、(316.82%)、(315.84%)、(201.93%)、(200.93%),"['国投电力', '新安股份', '川投能源']","[1, 1, 1]"
6,　　另外，持股比例变动超1%的个股还有中国联通、中兴通讯和大名城,"['中国联通', '中兴通讯', '大名城']","[0, 0, 0]"
7,(数据来源：东方财富)　　福斯特占比最低　　中兴通讯卖出最多　　而经过国家队减持后，最新持仓市值占最新总市值比例最低的是福斯特，仅占比0.43%,"['福斯特', '中兴通讯']","[-1, -1]"
41,　　而2013年起，创业板风生水起，赵建平也守得云开见月明，其持有的创业板个股进入收获期，中青宝、迪安诊断等纷纷大涨,"['中青宝', '迪安诊断']","[1, 1]"
45,医药生物行业方面，赵建平布局较为广泛，现身过的个股有、西藏药业、奇正藏药、上海莱士、佛慈制药等,"['西藏药业', '奇正藏药', '上海莱士', '佛慈制药']","[0, 0, 0, 0]"
9,　　三、异动个股　　(000030)主力资金连续介入　　表三、近一周买入富奥股份净额前十大游资席位　　交易席位	占盘比	买入净额(万)	买入金额(万)	卖出金额(万)　　北京总部营业部	6.73%	38256.35	38383.86	-127.52　　中信证券北京望京营业部	4.08%	25063.58	25063.58	0　　中信证券北京呼家楼营业部	1.45%	8283.46	8463.71	-180.24　　中信建投南京江宁金箔路营业部	0.07%	378.7	378.94	-0.25　　南平滨江中路营业部	0.06%	342.37	342.93	-0.56　　中投证券珠海水湾路营业部	0.01%	80.06	325.15	-245.09　　东兴证券福州江厝路营业部	-0.04%	-232.8	666.8	-899.6　　广州天河北路营业部	-0.10%	-538.9	8.37	-547.27　　长春东风大街营业部	-0.13%	-703.03	66.98	-770.01　　北京西三环北路营业部	-0.12%	-705.47	27.46	-732.94　　本周A股市场再起上演跌宕起伏的戏码，上证指数本周最低跌至3300点附近,"['富奥股份', '中信证券', '东兴证券']","[0, 0, 0]"
8,在多式联运受到国家政策支持的大背景下，安通控股希望借助公司与、泉州港等良好的合作关系，通过在唐山港、泉州港等港口邻近区域建设具备保税仓储、转运衔接等多种功能于一体的多式联运基地，进一步整合现有水路、铁路、公路等不同运输资源，充分发挥不同运输方式的组合优势以及切实大力发展公铁水联运模式,"['安通控股', '唐山港']","[1, 0]"
0,"　　好业绩成周期股股价重要支撑　　值得注意的是，受近期市场调整影响，2月份以来，截至2月8日上证指数累计跌幅高达6.29%，与之形成鲜明对比的是，、、等19只低估值非常抗跌，甚至有的个股逆市上涨，其中八一钢铁同期累计上涨13.83%，昊华能源和阳泉煤业、分别上涨5.95%和4.73%、4,24%，涨幅居前","['八一钢铁', '昊华能源', '阳泉煤业']","[1, 1, 1]"
2,　　值得一提的是，在上述获产业资本净增持的个股中，包括首钢股份、胜利股份、、云南能投、三安光电、吉林敖东、双塔食品等在内的7只个股四季度以来股价累计涨幅在10%以上，分别为：37.13%、35.86%、19.69%、18.54%、16.49%、12.48%、11.08%，而除上述期间涨幅较为明显的个股外，贵绳股份（9.54%）、（8.57%）、（7.21%）、（6.54%）、诺普信（6.03%）、（5.69%）、（4.26%）、（2.46%）等8只个股在此期间也均实现了不同程度的上涨,"['首钢股份', '胜利股份', '云南能投', '三安光电', '吉林敖东', '双塔食品', '贵绳股份', '诺普信']","[1, 1, 1, 1, 1, 1, 1, 1]"
0,通过沪股通买入A股的外资，持有流通股比例最高的前十大个股为：上海机场、飞科电器、方正证券、宇通客车、福耀玻璃、恒瑞医药、伊利股份、益丰药房、长江电力、青岛海尔，持股比例在30%至8.47%不等；通过深股通买入A股的外资，持有流通股最集中的前十大个股为：海康威视、美的集团、老板电器、索菲亚、格力电器、卫士通、汇川技术、顺丰控股、云南白药和苏泊尔，持股比例在12.4%至5.6%不等,"['上海机场', '飞科电器', '方正证券', '宇通客车', '福耀玻璃', '恒瑞医药', '伊利股份', '益丰药房', '长江电力', '青岛海尔', '海康威视', '美的集团', '老板电器', '索菲亚', '格力电器', '卫士通', '汇川技术', '顺丰控股', '云南白药', '苏泊尔']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,从业绩弹性和估值的角度，首推柳工，关注三一重工、恒立液压,"['柳工', '三一重工', '恒立液压']","[1, 1, 1]"
7,此前，中国船舶宣布，拟引入华融瑞通、新华保险等8名投资者对外高桥造船、中船澄西进行增资，合计增资金额为54亿元，上述投资者合计获得外高桥造船36.27%的股权和中船澄西12.09%的股权,"['中国船舶', '新华保险', '外高桥']","[0, 0, 0]"
9,统计显示，不计今年上市的次新股，今年有4只锂电池概念股股价翻倍，包括赣锋锂业、、华友钴业和,"['赣锋锂业', '华友钴业']","[1, 1]"
18,中国船舶则是拟以21.98元/股的价格向华融瑞通、新华保险、结构调整基金等发行2.46 亿股收购外高桥造船36.27%股权和中船澄西12.09%股权，合计作价54 亿元，而公司股票停牌前的价格为24.67元,"['中国船舶', '新华保险', '外高桥']","[0, 0, 0]"
2,新进1723.27万股，占流通股比例为0.44%，中金公司和华泰证券合计增持方大炭素1627.35万股，占流通股比例为0.95%,"['华泰证券', '方大炭素']","[0, 1]"
0,中国平安和中国人寿的投资收益仍保持在千亿级别，分别是1096.8亿、1081.51亿元,"['中国平安', '中国人寿']","[1, 1]"
1,中国太保和新华保险则处于第二梯队，分别是444.7亿、322.8亿元,"['中国太保', '新华保险']","[0, 0]"
0,　　公司原董事长庄敏失联消息传出，ST保千里被视为“第二”，今日收盘乐视网连续9个交易日跌停，自复牌市值蒸发375亿，而哥们ST保千里，连续27个跌停直接将公司从282亿元市值杀至66.55亿元,"['ST保千里', '保千里', '乐视网']","[-1, -1, -1]"
9,　　而就在2天前，ST保千里公告2017年业绩大额预亏，数额无法确定，并作出公司股票可能被实施退市的风险警示,"['ST保千里', '保千里']","[-1, -1]"
3,　　8只个股被机构集中看好　　上半年日均换手率居前的100只个股中，部分个股后市表现被机构看好，19只个股近30日内被机构给予“买入”或“增持”等看好评级，其中，健盛集团(7家)、华友钴业(5家)、(5家)、(5家)、蒙草生态(4家)、天山股份(2家)、(2家)和红相电力(2家)等8只个股近30日内机构看好评级家数均在2家及以上,"['健盛集团', '华友钴业', '蒙草生态', '天山股份', '红相电力']","[1, 1, 1, 1, 1]"
2,在下半年的前3个交易日里，上述8只个股多数延续了上半年的强势表现，6只个股近3个交易日股价出现上涨且跑赢同期大盘，天山股份、冀东装备2只个股近3个交易日累计涨幅居前，分别为：8.84%、5.77%,"['天山股份', '冀东装备']","[1, 1]"
2,　　午后，农林牧渔板块大幅拉升，、涨停，、星河生物、、、、、、、、新农开发等个股领涨,"['星河生物', '新农开发']","[1, 1]"
10,　　军工集团部分A股上市公司数量　　中国航空工业集团中航飞机、中航机电、中航电子、、、、、成飞集成等20家　　中国船舶重工集团、2家　　中国电子科技集团海康威视、太极股份、华东电脑、、卫士通、国睿科技、7家　　中国兵器工业集团、、、、、、、等11家　　中国航天科技集团、、、、、乐凯新材等9家　　中国航天科工集团、、、 航天科技、、6家　　六大军工集团及旗下上市公司进入讨论',"['中航飞机', '中航机电', '中航电子', '成飞集成', '中国船舶', '海康威视', '太极股份', '华东电脑', '卫士通', '国睿科技', '航天科技', '乐凯新材']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2,推荐：中国平安、新华保险、中国太保、中国人寿,"['中国平安', '新华保险', '中国太保', '中国人寿']","[1, 1, 1, 1]"
11,　　作为中国船舶的重要子公司，外高桥造船和中船澄西是我国重要的船舶和海洋工程装备制造企业,"['中国船舶', '外高桥']","[1, 1]"
15,　　受民用船舶及海洋工程装备市场低迷的影响，中船防务、中国船舶旗下部分子公司资产负债率较高、财务负担较重,"['中船防务', '中国船舶']","[-1, -1]"
9,　　此外，、、贝因美、四维图新、铁岭新城和桑德环境等基金调研个股，三季度以来股价涨幅也在10%以上,"['贝因美', '四维图新']","[1, 1]"
18,　　中国船舶同步宣布，公司拟引入华融瑞通、新华保险等8名投资者对外高桥造船、中船澄西进行增资，合计增资金额为54亿元，上述投资者合计获得外高桥造船36.27%的股权和中船澄西12.09%的股权,"['中国船舶', '新华保险', '外高桥']","[0, 0, 0]"
2,　　全年共有4家券商上市，分别为(601881.SH)、中原证券(601375.SH)、浙商证券(601878.SH)、(601108.SH),"['中原证券', '浙商证券']","[0, 0]"
0,　　在上述25只绩优股中，有13只个股近30日内被机构给予了“买入”或“增持”等看好评级，其中浙江美大(14家)、(11家)、华帝股份(9家)、(8家)和TCL集团(4家)等5只个股后市表现被机构集中看好，近30日内机构看好评级家数均在4家及以上,"['浙江美大', '华帝股份', 'TCL集团']","[1, 1, 1]"
23,　　所谓的“南船”，即是中船防务和中国船舶的控股股东中船集团，所谓的“北船”则是中国船舶重工集团公司，中国重工(601989)即为其旗下上市公司,"['中船防务', '中国船舶', '中国重工']","[0, 0, 0]"
2,如新年前夕，比亚迪、盐湖股份等公告，拟斥资80亿元投向青海盐湖提锂,"['比亚迪', '盐湖股份']","[0, 0]"
11,　　根据早前的合资协议，盐湖股份确保其盐湖锂资源唯一供给盐湖比亚迪,"['盐湖股份', '比亚迪']","[0, 0]"
0,2014年，上海游久游戏股份有限公司前身上海爱使股份有限公司通过发行股份及支付现金方式，购买刘亮、代琳、大连卓皓贸易有限公司持有的游久时代（北京）科技有限公司100%股权,"['游久游戏', '上海游久游戏股份有限公司']","[0, 0]"
2,　　与万科签订委托协议　　中兴通讯9日晚间公告，公司就深圳湾超级总部基地与万科签订《委托开发建设、销售、运营框架协议》,"['万科', '中兴通讯']","[0, 0]"
0,融资净买入额超过1亿标的股有68只，排名前五名的是：兴业银行(5亿元)、中国中车(3.47亿元)、(3.25亿元)、(2.98亿元)、(2.91亿元),"['兴业银行', '中国中车']","[1, 1]"
2,除了继续重申原来的首选底部组合：杉杉股份、长园集团、宏发股份、先导智能(联合机械覆盖)外，同时认为行情将进一步延伸，中游环节已到配置时机，建议配置电池龙头：国轩高科、亿纬锂能、澳洋顺昌；锂电材料龙头：当升科技、天赐材料、新宙邦(化工覆盖)等,"['杉杉股份', '长园集团', '宏发股份', '先导智能', '国轩高科', '亿纬锂能', '澳洋顺昌', '当升科技', '天赐材料', '新宙邦']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,预计TCL集团2018年一季度业绩同比增长30%以上，建议积极关注后市表现,['TCL集团'],[1]
1,　　酿酒板块上涨1.5%，五粮液、贵州茅台双双创新高，五粮液、、、贵州茅台、涨逾2%,"['五粮液', '贵州茅台']","[1, 1]"
3,　　从送转比例看，3月以来公布预案的高送转公司均低调很多，没有一家公司每10股送转比例超过10，其中联得装备、先导智能、创新股份等7只个股拟每10股送转10股，佳发安泰、星普医科等拟每10股送转6股至9股之间，永新股份、中航机电等每10股拟送转5股,"['联得装备', '先导智能', '佳发安泰', '星普医科', '永新股份', '中航机电']","[0, 0, 0, 0, 0, 0]"
14,在《方正证券股份有限公司关于浙江德纳影业股份有限公司未能及时披露收购报告书等文件的风险提示性公告》中，方正证券表示：“截至本风险提示公告出具之日，德纳影业仍未向主办券商提供收购报告书、财务顾问报告书、法律意见书等文件，导致不能及时进行信息披露工作,"['方正证券', '方正证券股份有限公司']","[0, 0]"
7,2月5日~3月9日，美联新材累积上涨60%，创业软件累积上涨56%，胜宏科技上涨49%，威唐工业涨48.7%,"['美联新材', '创业软件', '胜宏科技']","[1, 1, 1]"
4,并且，证金公司一跃成为昆仑万维的第一大流通股东，华策影视和苏交科的第四大和第五大股东,"['昆仑万维', '华策影视', '苏交科']","[0, 0, 0]"
5,截至收盘，包括泰合健康、联得装备、智能自控、威唐生物和濮阳惠成等5只个股涨停，先导智能、恒华科技、永利股份等12只个股涨幅超过5%,"['泰合健康', '联得装备', '濮阳惠成', '先导智能', '恒华科技', '永利股份']","[1, 1, 1, 1, 1, 1]"
6,其中新进十大股东的7家公司中，传媒行业有3家(华策影视、昆仑万维和江苏有线)，通信、建筑、交运和农业行业各有1家，分别为海格通信、苏交科、招商轮船、梅花生物,"['华策影视', '昆仑万维', '江苏有线', '海格通信', '苏交科', '招商轮船', '梅花生物']","[0, 0, 0, 0, 0, 0, 0]"
0,除湖南发展外，这10家公司一季度归属母公司股东的净利润均实现正增长，6家公司净利润增长率超过200%，其中增长率最大，为574.70%；、万邦达、东方金钰的增长率均超过300%，、的增长率也超过200%,"['湖南发展', '万邦达', '东方金钰']","[1, 1, 1]"
1,在选股方面，我们觉得还是推荐投资者关注负债端存在优势或者关注资产端较少参与同业和加杠杆及表外业务的标的，如工商银行、建设银行、招商银行、宁波银行,"['工商银行', '建设银行', '招商银行', '宁波银行']","[1, 1, 1, 1]"
0,银行股中，中信银行、工商银行、招商银行跌幅超5%；保险股中，中国太保跌幅7%，中国平安跌幅近5%,"['中信银行', '工商银行', '招商银行', '中国太保', '中国平安']","[-1, -1, -1, -1, -1]"
16,　　其中，三季度，中国人寿核心偿付能力充足率、综合偿付能力充足率分别为278.31%、282.37%；新华保险则分别为273.28%、279.03%,"['中国人寿', '新华保险']","[0, 0]"
6,减仓较多的如佳隆股份，三季度泽泉财富管家2号、神州牧2号基金双双退出前十大，同时中欧盛世神州牧2号则减持136.69万股，减持力度也很大，值得注意的是，佳隆股份三季度涨幅近40%；还有赛象科技，三季度神州牧10号基金退出前十大，但泽泉神州牧六号、泽泉投资神州牧9号、泽泉涨乐8号基金、泽泉(进取)19号则均持股未变，合计持有765.27万股，占流通股比例为1.35%，赛象科技三季度起伏也比较大,"['佳隆股份', '赛象科技']","[-1, -1]"
6,从过去一周调研机构明细来看：　　私募方面，淡水泉调研了、康泰生物，千合资本调研了杭州、闰土股份，星石投资调研了千禾味业、、星网宇达，重阳投资调研了；　　公募基金方面，博时调研了万华化学、闰土股份，嘉实调研了、、星网宇达等，易方达调研了海达股份； 海外机构方面，调研了中航光电，荷宝投资调研了滨江集团、闰土股份，瑞银资产调研了杭州银行，野村证券调研了,"['闰土股份', '千禾味业', '万华化学', '海达股份', '中航光电', '滨江集团', '杭州银行']","[1, 1, 1, 1, 1, 1, 1]"
10,　　在投资壳股的逻辑下，辛宇目前已经押中了三只标的，分别是钱江生化、*、深纺织A,"['钱江生化', '深纺织']","[0, 0]"
2,近30日内，14只白酒股获机构给予“买入”或“增持”等看好评级，其中，洋河股份、山西汾酒等两只个股机构看好评级家数均在10家以上，分别为：16家、12家，此外，五粮液、贵州茅台、舍得酒业等3只个股也均获得机构扎堆推荐，机构看好评级家数分别为：6家、5家、5家,"['洋河股份', '山西汾酒', '五粮液', '贵州茅台']","[1, 1, 1, 1]"
1,查阅昨日龙虎榜数据，四方精创、、腾信股份、、、、、等多只次新股均有机构席位买入,"['四方精创', '腾信股份']","[1, 1]"
0,与上海银行和国泰君安都是大块头不同，电连技术和岱美股份都是小市值个股，第三天就打开涨停从侧面说明市场炒作新股的热情在逐步降温,"['上海银行', '国泰君安', '岱美股份']","[0, 0, 1]"
21,　　其中，针对嘉凯城，恒大浮盈已高达133%；廊坊发展浮盈24%；万科A浮盈19%,"['嘉凯城', '廊坊发展', '万科']","[1, 1, 1]"
22,有数据统计显示，本周十大牛股中，恒大概念股已经占了3只，分别为廊坊发展、嘉凯城、万科A,"['廊坊发展', '嘉凯城', '万科']","[1, 1, 1]"
5,沪股通资金持有方正证券、宇通客车、福耀玻璃和恒瑞医药的股份都占到10%以上，持有A股总股数占比在3%以上的个股达23家,"['方正证券', '宇通客车', '福耀玻璃', '恒瑞医药']","[0, 0, 0, 0]"
0,　　东方红睿华沪港深基金去年底前十大重仓股为复星医药、复星医药(港股)、伊利股份、美的集团、海康威视、分众传媒、华域汽车、安踏体育、福耀玻璃、海大集团、工商银行,"['复星医药', '伊利股份', '美的集团', '海康威视', '分众传媒', '华域汽车', '福耀玻璃', '海大集团', '工商银行']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
25,　　业界分析，不论是嘉凯城还是廊坊发展，恒大所看重的是填补短板的积极意义,"['嘉凯城', '廊坊发展']","[1, 1]"
